training_time,cloud_cover
0.3437642296155294,10
0.3030812700589498,20
0.2862152139345805,30
0.23178346157073976,40
0.2109212994575501,50
0.18251025279362995,60
0.15286726156870525,70
0.12869560321172074,80
0.07428910732269288,90
