lr,losses
0.10000000149011612,1.1592178344726562
0.11319444328546524,1.1732203960418701
0.12638889253139496,1.1601877212524414
0.13958333432674408,1.1559839248657227
0.1527777761220932,1.1476160287857056
0.16597221791744232,1.1450285911560059
0.17916665971279144,1.1447858810424805
0.19236110150814056,1.1374319791793823
0.20555554330348969,1.133413314819336
0.2187499850988388,1.1273025274276733
0.23194442689418793,1.123338222503662
0.24513886868953705,1.129424810409546
0.25833332538604736,1.114778757095337
0.2715277671813965,1.1111258268356323
0.2847222089767456,1.0982383489608765
0.2979166507720947,1.101785659790039
0.31111109256744385,1.0955193042755127
0.32430553436279297,1.0767509937286377
0.3374999761581421,1.0523637533187866
0.3506944179534912,1.0672271251678467
0.36388885974884033,1.059814214706421
0.37708330154418945,1.0520274639129639
0.3902777433395386,1.0224964618682861
0.4034721851348877,1.0322721004486084
0.4166666269302368,1.0336260795593262
0.42986106872558594,1.0063104629516602
0.44305551052093506,1.0061264038085938
0.4562499523162842,1.0017215013504028
0.4694443941116333,0.996981680393219
0.4826388359069824,0.9914097189903259
0.49583327770233154,0.9743180871009827
0.5090277194976807,0.9691912531852722
0.5222221612930298,0.9549037218093872
0.5354166030883789,0.93946772813797
0.548611044883728,0.9219804406166077
0.5618054866790771,0.9226974248886108
0.5749999284744263,0.9045330286026001
0.5881943702697754,0.9025501012802124
0.6013888120651245,0.885564923286438
0.6145832538604736,0.87718665599823
0.6277776956558228,0.8693617582321167
0.6409721374511719,0.859013020992279
0.654166579246521,0.8404451012611389
0.6673610210418701,0.848345160484314
0.6805554628372192,0.8295226097106934
0.6937499046325684,0.818964421749115
0.7069443464279175,0.7893666625022888
0.7201387882232666,0.799286961555481
0.7333332300186157,0.7830618619918823
0.7465276718139648,0.7727541923522949
0.759722113609314,0.7586722373962402
0.7729165554046631,0.7423161268234253
0.7861109972000122,0.7426747679710388
0.7993054389953613,0.7340478897094727
0.8124998807907104,0.7188884615898132
0.8256943225860596,0.7025591135025024
0.8388887643814087,0.6990845799446106
0.8520832061767578,0.6959083080291748
0.8652776479721069,0.6800657510757446
0.878472089767456,0.6734920740127563
0.8916665315628052,0.6688598394393921
0.9048609733581543,0.6572425365447998
0.9180554151535034,0.6431765556335449
0.9312498569488525,0.6391974687576294
0.9444442987442017,0.6284701824188232
0.9576387405395508,0.6014748811721802
0.9708331823348999,0.6034932732582092
0.984027624130249,0.6037792563438416
0.9972220659255981,0.5928924679756165
1.0104165077209473,0.5934604406356812
1.0236109495162964,0.5773957967758179
1.0368053913116455,0.566821813583374
1.0499998331069946,0.5627227425575256
1.0631942749023438,0.5533490777015686
1.0763887166976929,0.5497676134109497
1.089583158493042,0.5390208959579468
1.1027776002883911,0.5269848108291626
1.1159720420837402,0.5244826078414917
1.1291664838790894,0.5130802392959595
1.1423609256744385,0.49964189529418945
1.1555553674697876,0.5101321935653687
1.1687498092651367,0.4945932626724243
1.1819442510604858,0.49329233169555664
1.195138692855835,0.4834582209587097
1.208333134651184,0.4707235097885132
1.2215275764465332,0.48297592997550964
1.2347220182418823,0.4661674499511719
1.2479164600372314,0.46771833300590515
1.2611109018325806,0.44628697633743286
1.2743053436279297,0.446076899766922
1.2874997854232788,0.43294525146484375
1.300694227218628,0.437570720911026
1.313888669013977,0.4377075433731079
1.3270831108093262,0.4169800877571106
1.3402775526046753,0.4116467833518982
1.3534719944000244,0.39956924319267273
1.3666664361953735,0.3955202102661133
1.3798608779907227,0.40252962708473206
1.3930553197860718,0.4010034501552582
1.406249761581421,0.38657140731811523
1.41944420337677,0.3859971761703491
1.4326386451721191,0.3811303973197937
1.4458330869674683,0.37271881103515625
1.4590275287628174,0.3603016436100006
1.4722219705581665,0.34889915585517883
1.4854164123535156,0.3566032648086548
1.4986108541488647,0.345201313495636
1.5118052959442139,0.34913450479507446
1.524999737739563,0.33835017681121826
1.538194179534912,0.3351745009422302
1.5513886213302612,0.3245126008987427
1.5645830631256104,0.3167215585708618
1.5777775049209595,0.32199496030807495
1.5909719467163086,0.315279483795166
1.6041663885116577,0.3077872395515442
1.6173608303070068,0.3004949390888214
1.630555272102356,0.2973684072494507
1.643749713897705,0.2881091237068176
1.6569441556930542,0.2830183506011963
1.6701385974884033,0.276774138212204
1.6833330392837524,0.267692893743515
1.6965274810791016,0.2738228142261505
1.7097219228744507,0.25947850942611694
1.7229163646697998,0.25781089067459106
1.736110806465149,0.2518414855003357
1.749305248260498,0.2543187737464905
1.7624996900558472,0.25470611453056335
1.7756941318511963,0.24239152669906616
1.7888885736465454,0.23170995712280273
1.8020830154418945,0.23373517394065857
1.8152774572372437,0.22766664624214172
1.8284718990325928,0.22842925786972046
1.841666340827942,0.21285909414291382
1.854860782623291,0.21198627352714539
1.8680552244186401,0.21384572982788086
1.8812496662139893,0.20773959159851074
1.8944441080093384,0.20624223351478577
1.9076385498046875,0.19804054498672485
1.9208329916000366,0.19016896188259125
1.9340274333953857,0.1892257034778595
1.9472218751907349,0.18428541719913483
1.960416316986084,0.18084144592285156
1.973610758781433,0.18157678842544556
1.9868052005767822,0.17894697189331055
