epoch,loss,sparse_categorical_accuracy
0,0.14484647268159948,0.9526818
1,0.03795463094428749,0.9888126
2,0.03647729080486493,0.98913705
3,0.03551376266206035,0.9894386
4,0.034482468496738125,0.9897214
5,0.0335034113683784,0.9899262
6,0.032932802266611834,0.99005955
7,0.03248528314692382,0.9902068
8,0.03214583404718292,0.99025744
9,0.031814152425892764,0.9903372
10,0.03166289429279008,0.99042684
11,0.03152453493331979,0.99043846
12,0.0314275293358566,0.99045354
13,0.031414310641614235,0.9904795
14,0.031326002963032056,0.99050486
15,0.031177137196128246,0.9906056
16,0.03117726923300151,0.990577
17,0.03128711146823206,0.99052393
18,0.031012426713311697,0.99061465
19,0.03089093241868441,0.9906786
20,0.030849077289910327,0.9906887
21,0.030761693578215846,0.9907083
22,0.030749626587595235,0.99071085
23,0.030720452209753734,0.9907144
24,0.030605218804817837,0.9907558
25,0.030646856096555503,0.990744
26,0.03059399976445512,0.9907258
27,0.03067100272699212,0.99073344
28,0.030560578012202654,0.9907717
29,0.03050637633300001,0.9907842
30,0.030412684267164352,0.99080956
31,0.03034633342637401,0.9908203
32,0.030268401597698117,0.99086714
33,0.03039866313390992,0.9908023
34,0.0303357646283813,0.9908085
35,0.030251453812949056,0.99081975
36,0.03015876683154359,0.99085426
37,0.030255264796973266,0.990818
38,0.030025205622877027,0.9909172
39,0.030033827902117723,0.9908829
40,0.030155866136303142,0.9908298
41,0.030111450208825656,0.9908723
42,0.030121539662831598,0.99088687
43,0.030168177603053414,0.9908883
44,0.029994498564042165,0.9909129
45,0.03007881170965428,0.99088496
46,0.0299795765498931,0.9908737
47,0.03004000569507927,0.99090666
48,0.030004658839191612,0.99087316
