epoch,loss,sparse_categorical_accuracy
0,0.10437194017019234,0.97536844
1,0.02981893219634991,0.99098784
2,0.029069228237377617,0.99107057
3,0.028504792543394674,0.99110305
4,0.02773162501958514,0.9911777
5,0.027003122749584465,0.99121106
6,0.026629842016658654,0.9912522
7,0.026388949065927123,0.99126875
8,0.02625018790930612,0.9912512
9,0.026024357087073933,0.99128133
10,0.025856306846255922,0.9912879
11,0.02564479109324297,0.9913261
12,0.025480612463595276,0.9913702
13,0.02537510927610964,0.9913872
14,0.025265519732189667,0.9914223
15,0.025205107785769103,0.99142677
