epoch,loss,sparse_categorical_accuracy
0,0.1466293568265263,0.95877975
1,0.046057113972424825,0.9844542
2,0.0437836918911885,0.98456997
3,0.04233582632613758,0.9847577
4,0.040993775123866934,0.9850111
5,0.040171821624602665,0.9853112
6,0.039568893498469704,0.98553324
7,0.039133265001115046,0.9856447
8,0.038950515383512636,0.985639
9,0.038589235613054766,0.9857319
10,0.03828882930645286,0.98580515
11,0.03808885188593052,0.9858736
12,0.037889085599207235,0.98597693
13,0.03778473264016247,0.9859795
14,0.03764302224933072,0.9860392
15,0.037517219012765606,0.98606986
