epoch,loss,sparse_categorical_accuracy
0,0.09980856836056831,0.9721898
1,0.030096782012584103,0.99066335
2,0.0292017951231832,0.99084026
3,0.028429839887930436,0.9909983
4,0.0276589521993314,0.9911294
5,0.027146311055224175,0.99125236
6,0.02679766169039499,0.99131685
7,0.026518188796072522,0.99135303
8,0.02632970202585741,0.99133843
9,0.026062857184720747,0.9913907
10,0.025808213659335888,0.99141186
11,0.02558274376523301,0.991449
12,0.02541954359098948,0.9914692
13,0.0252726981132795,0.99147946
14,0.025175938485693564,0.9914951
