epoch,loss,sparse_categorical_accuracy
0,0.10046023051978684,0.9763629
1,0.04428318655971073,0.9851345
2,0.0427314776411406,0.9851692
3,0.041502679936058794,0.9851862
4,0.0402200838322886,0.98540217
5,0.03929154442160543,0.9856897
6,0.03869507007071774,0.98591644
7,0.038340154973667794,0.98601437
8,0.038177845754043545,0.98607403
9,0.037892313444623876,0.98615944
10,0.03763303122782915,0.98619026
11,0.037418402343273045,0.98625576
12,0.037207442961002056,0.98628956
13,0.037023964894419004,0.986346
14,0.036894485346849054,0.9863543
15,0.03678255728947099,0.98637486
