training_time,cloud_cover
1.5124534567197163,10
1.39500230550766,20
1.198452397187551,30
1.0269270777702328,40
0.8759840806325276,50
0.7106147925059001,60
0.5634746233622233,70
0.3780128359794617,80
0.21816627184549967,90
