training_time,cloud_cover
1.4346853892008464,10
1.6182669520378112,20
1.3593164602915446,30
1.2000922719637552,40
0.8766462802886963,50
0.7476396640141805,60
0.5612762967745463,70
0.3912530024846395,80
0.20775116682052613,90
