epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.13203350564736926,0.96689343,0.012321537976558479,0.9971348
1,0.014954579328199373,0.99591213,0.011155683949651479,0.996982
2,0.014226218330253174,0.99592894,0.011964259182239461,0.99650735
3,0.01400968872653853,0.9959461,0.010869804405428658,0.9970732
4,0.013742495639553693,0.9959729,0.010684860993909202,0.9972181
5,0.013640912451865904,0.9959749,0.010999585134300563,0.99703395
6,0.013549302180556135,0.99601024,0.010960312279890026,0.99695957
7,0.013517160326056082,0.9959993,0.01112797091611464,0.9969611
8,0.013480982472574479,0.9960106,0.010947975509130141,0.9968739
9,0.013448653983977266,0.9960095,0.011149965084681801,0.99719965
10,0.013413343816391149,0.9960161,0.011399724585645667,0.99652255
11,0.013366539224171485,0.9960329,0.011191941514791498,0.99701476
