epoch,loss,sparse_categorical_accuracy
0,0.24144620571421624,0.9123961
1,0.20334720127825917,0.9302233
2,0.2023546997082589,0.93052113
3,0.20088371514253986,0.9307264
4,0.19924555823241272,0.9309468
5,0.19864114070916072,0.93114316
6,0.19833063663921707,0.9312486
7,0.19819861491164525,0.9313225
8,0.19842207073141357,0.9310724
9,0.19831528128664475,0.93117857
10,0.19774422122530882,0.9319011
11,0.19751584036672315,0.93231463
12,0.19733079493478473,0.9323484
13,0.1972011261194817,0.9324499
14,0.1973103210922212,0.93230313
15,0.19722127521692115,0.9323452
16,0.19751010606585914,0.93222976
