training_time,cloud_cover
2.2718590299288435,10
2.0628105481465657,20
1.9886339704195657,30
1.55084068775177,40
1.4288261651992795,50
1.1435841123263042,60
1.0676436384518941,70
0.6717954556147258,80
0.28757872581481936,90
