training_time,cloud_cover
1.508961260318756,10
1.3321821133295697,20
1.1771668831507365,30
0.986779244740804,40
0.8772983233133952,50
0.6812335451443989,60
0.5237460454305013,70
0.3348366896311442,80
0.18072836399078368,90
