training_time,cloud_cover
1.9451644261678056,10
1.7622844974199934,20
1.5361849427223206,30
1.283552873134613,40
1.1041597723960876,50
0.8959141333897909,60
0.6310758908589681,70
0.4476993640263876,80
0.2309837857882181,90
