epoch,loss,sparse_categorical_accuracy
0,0.30819034387170396,0.88939464
1,0.2005846295160504,0.9227408
2,0.19619036954491723,0.9229375
3,0.19491157822016034,0.92310214
4,0.19349573786447985,0.9232189
5,0.19264927631522644,0.9233275
6,0.19191004100342765,0.92338645
7,0.19155214837136075,0.92338705
8,0.19122821861237582,0.9233923
9,0.19076268881027,0.92342496
10,0.19019420819942254,0.9233923
11,0.18930540018511738,0.92338234
12,0.18861491058872099,0.9233806
13,0.18817495661880004,0.92337304
14,0.18786123692196013,0.9233935
15,0.1876696502347474,0.9233964
16,0.18731804599381996,0.9233567
17,0.18716300003144454,0.9233993
18,0.1869652078617962,0.9233012
19,0.18680967840526233,0.923338
20,0.18672917197687336,0.9233917
21,0.1866738735736634,0.92337596
22,0.18645830508017497,0.9233958
23,0.18635870582216746,0.92339987
24,0.18623677932749835,0.92348045
25,0.1862152584902529,0.9234203
26,0.18608600528478206,0.92345065
27,0.1858912233271518,0.92341155
28,0.1855685897474044,0.92345065
29,0.1855699270992897,0.92339694
30,0.18547406200094663,0.9234425
31,0.18540469494314132,0.9234215
32,0.18539876075509132,0.9233351
33,0.18524053486911998,0.92345124
34,0.18520991462068953,0.9234874
35,0.18505677562593648,0.92342263
36,0.18514995183126312,0.9233351
37,0.18519774827696883,0.9233643
38,0.18513827689446974,0.9232364
39,0.18505706304134295,0.9234174
40,0.18510296940803528,0.9234046
41,0.1848788129268024,0.9234337
42,0.18503230986494942,0.92336893
43,0.18492642548622892,0.92345595
44,0.18481819150507695,0.9233707
45,0.18498038557170082,0.92342615
