epoch,loss,sparse_categorical_accuracy
0,0.13428027388659902,0.9501518
1,0.07243147430214579,0.979144
2,0.07107666367030754,0.9795066
3,0.06998873920380674,0.9797346
4,0.06936728906221072,0.9797881
5,0.06885758019990461,0.9798611
6,0.06834785056091172,0.97999936
7,0.0681610550257032,0.980028
8,0.06800909142700759,0.9800483
9,0.06778173657067503,0.9800804
10,0.06741191771735172,0.9801731
11,0.06660839589560491,0.9802144
12,0.06644281837632589,0.9801993
13,0.06592730302843125,0.98025984
14,0.06580903335166605,0.9803456
15,0.06549975667113529,0.98043495
16,0.06578427107192157,0.9803534
17,0.06568453031808967,0.9803705
18,0.065671851231203,0.98039013
19,0.06553797301339366,0.98038125
20,0.06553133252820575,0.9804374
21,0.06545644377529396,0.9804132
22,0.06531652174529089,0.98052764
23,0.06517975957985793,0.9805718
24,0.06519510652649695,0.98057276
25,0.0650911860643388,0.9805548
26,0.06510073569449079,0.9805302
27,0.06499007146469843,0.98060805
28,0.06465112996896745,0.9806402
29,0.06331328147816088,0.9808401
30,0.06163261646170869,0.98088336
31,0.06071487740415702,0.9810854
32,0.06008142388806359,0.9812547
33,0.060052995978956504,0.9812753
34,0.05992671087129982,0.98128635
35,0.05979634188190843,0.98136234
36,0.059886483319770395,0.9813142
37,0.05986637388718737,0.98133284
38,0.05980643793567585,0.98139477
39,0.05988053150473545,0.9812807
40,0.05963397155330589,0.9814349
41,0.05959499812927593,0.98135734
42,0.059421849429352844,0.98147523
43,0.05951085323463562,0.98138976
44,0.05941950712872681,0.9814269
45,0.05930749714615908,0.981435
46,0.059764796178255426,0.98128664
47,0.05986257437685073,0.9813087
48,0.059644061911488876,0.9813842
49,0.059720734563406264,0.9813584
50,0.05985123988143008,0.9813303
51,0.0596205860702509,0.9814049
52,0.059657156933899884,0.98146945
53,0.05965928737410236,0.98137504
54,0.0596004740340889,0.9813558
55,0.059513697832222025,0.9814171
