cloud_cover,lr_min,lr_max,lr_avg
10.0,1.2705353498458862,1.8982150554656982,1.2705353498458862
20.0,1.1469391584396362,1.9030603170394897,1.1469391584396362
30.0,1.2761904001235962,1.8869036436080933,1.2761904001235962
40.0,1.518310546875,1.892958641052246,1.518310546875
50.0,1.4758613109588623,1.868964433670044,1.4758613109588623
60.0,1.094531536102295,1.9109351634979248,1.094531536102295
70.0,1.1984374523162842,1.9109351634979248,1.1984374523162842
80.0,1.0351567268371582,1.9109351634979248,1.0351567268371582
90.0,1.18359375,1.9109351634979248,1.18359375
