training_time,cloud_cover
1.1902981559435526,10
1.0621823151906329,20
0.9258057157198588,30
0.8346106688181559,40
0.6697613437970479,50
0.5254746278127035,60
0.3941903511683145,70
0.27526477972666424,80
0.14593684673309326,90
