cloud_cover,training_time
10.0,4.124463776747386
20.0,2.0447602828343707
30.0,1.8371543367703755
40.0,1.815616822242737
50.0,1.9945399403572082
60.0,4.156314440568289
70.0,3.037060717741648
80.0,5.606379787127177
90.0,3.960196264584859
