epoch,loss,sparse_categorical_accuracy
0,0.2664020641469777,0.9056763
1,0.17397340554796775,0.9451679
2,0.16388177316362912,0.94564
3,0.1604347508492077,0.94593817
4,0.1581198981628669,0.9464342
5,0.1568900967485574,0.9466507
6,0.15613999256529199,0.94680417
7,0.15554859030796833,0.94696987
8,0.15548331171478438,0.9469617
9,0.15498912715763627,0.9471006
10,0.1545562714313173,0.9472196
11,0.15429885506592206,0.9472669
12,0.15395742672220558,0.947453
13,0.15377977092221715,0.9475511
14,0.15354887628885303,0.9474898
15,0.1534366954368166,0.9475686
16,0.15355842450611248,0.9474507
