epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.14974608752641835,0.9554427,0.02352813081139516,0.9951089
1,0.04102184743390479,0.98688185,0.029779999925805378,0.99513364
2,0.0396541956524229,0.98694456,0.03046389690249528,0.9951738
3,0.039266460820861444,0.9869767,0.03107349962069854,0.9950009
4,0.03900158790899649,0.98698086,0.030660589493442362,0.99505544
5,0.03885350759383581,0.9870207,0.030132157770127163,0.9952481
6,0.03872775540511941,0.9870225,0.029696965122176417,0.99532163
7,0.03865570565832993,0.9870232,0.029371775882931928,0.9951774
8,0.0385657997740449,0.9870299,0.029674497240200038,0.99504143
9,0.038446043806280444,0.9870313,0.028803227670689026,0.99498904
10,0.03831489340090489,0.987051,0.02817883066613107,0.99493736
