epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.10400400732029069,0.97381926,0.020953767845698027,0.99359083
1,0.007988562543807613,0.9969657,0.01809695434533175,0.9939052
2,0.007722050679915996,0.997002,0.019661811882378994,0.99406785
3,0.007647385022229161,0.99700403,0.017787772127558436,0.9936779
4,0.007551203228050835,0.9970018,0.018648997810501784,0.99404824
5,0.007487857966434046,0.9970258,0.01854724600053104,0.99387884
6,0.0074493228130571975,0.99703646,0.018936784590132986,0.99415445
7,0.00740868947454685,0.99704057,0.019800019443218242,0.99299127
8,0.007404515893397091,0.99707913,0.018850888149668527,0.99301285
9,0.007385794459655225,0.9970641,0.017961427237854585,0.99422
10,0.007354836527247456,0.99707663,0.0191517979864841,0.9929535
11,0.00733026676379038,0.99710125,0.01755030097965241,0.9941559
