training_time,cloud_cover
2.0159915804862982,10
1.74658282995224,20
1.5278012990951535,30
1.3147952795028686,40
1.078152855237325,50
0.8829489151636759,60
0.6649836341540019,70
0.446155325571696,80
0.23927489519119266,90
