epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.5933188076251508,0.79886633,0.42231326178850054,0.95376515
1,0.2519401958219853,0.9864635,0.13723538353949116,0.99887794
2,0.09306781163803371,0.99069816,0.05013241491206864,0.99871665
3,0.051135884917934436,0.9909175,0.024826499639225348,0.99882185
4,0.03834540211622105,0.99110085,0.015427252478772384,0.9990252
5,0.03319923349669776,0.9911219,0.011087254002266263,0.9990954
6,0.030608258126467607,0.9911519,0.008400180980050445,0.9990954
7,0.0292153857263829,0.99116397,0.006845774571920411,0.99910235
8,0.02835150007745589,0.9912511,0.006289574328880669,0.99908835
9,0.027742310066570623,0.99136233,0.005298725340762408,0.9990182
10,0.027333106571036835,0.9914465,0.005261150199915524,0.99836606
11,0.027155145015384876,0.99152166,0.004649827012251298,0.9991304
12,0.026824176329059708,0.99164486,0.004713641775664774,0.99891305
13,0.02664051729050019,0.991741,0.0045485988371885624,0.99908835
14,0.026467800665553987,0.99175304,0.004500429128751316,0.9986816
15,0.02638332056535067,0.9916719,0.0042804947876696154,0.99908835
16,0.02630660230621061,0.9917561,0.0043789696910090485,0.9986395
17,0.02606213494860083,0.9918372,0.004198772011987252,0.9989762
18,0.025931577234720886,0.99185824,0.004556256885973462,0.99793124
19,0.02604116240357493,0.9917651,0.003988323330541789,0.99915147
20,0.025924266863033094,0.99177706,0.004245851038591226,0.9986115
21,0.02574334233055012,0.99187624,0.004153696636518672,0.99833095
22,0.02580685212591312,0.9918372,0.004071054601251008,0.9984151
23,0.025801631329088248,0.99175006,0.0038461056042174476,0.99920756
24,0.025609355697052163,0.9918222,0.004228294745881963,0.99809957
25,0.025642848032858497,0.99186724,0.00431351125087338,0.99803644
