epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.09940603617699036,0.9715142,0.026009686684812097,0.9928698
1,0.05041435088611928,0.981966,0.021944997746315958,0.9930125
2,0.04808921000206814,0.98209274,0.024045334961100718,0.9926965
3,0.04717741543035835,0.9822249,0.020826620149451188,0.99317247
4,0.046446556944315896,0.9824151,0.022254725051947814,0.9929551
5,0.04599178397404096,0.98257697,0.024844601416471216,0.9927277
6,0.045703848627591644,0.9826565,0.02425307764506568,0.99281967
7,0.04543695428512,0.98271084,0.021395844318965525,0.9929109
8,0.04546612504431724,0.98274213,0.02144968847829293,0.99285316
9,0.04532220655959972,0.9827369,0.02061938549948501,0.99284154
10,0.04525783420925068,0.9827838,0.021536987928173403,0.99258196
11,0.04512657688407202,0.9827966,0.024215326003374428,0.99259657
12,0.044997698388014935,0.98286915,0.02339369255550459,0.99225074
13,0.04479191267490297,0.98285025,0.02228172351050401,0.99298894
