epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.13365064939100793,0.9511894,0.007633611515898459,0.99752766
1,0.014881677827446132,0.99526954,0.006319742486861508,0.9976076
2,0.014393318956310434,0.9953677,0.00645940198132517,0.9975543
3,0.014140067914786336,0.9953715,0.0063585087698479785,0.9975632
4,0.013886010767594903,0.9954481,0.005944161503849429,0.997578
5,0.013724596276874645,0.995468,0.00593812260340632,0.99758
6,0.01362561570777528,0.9954959,0.0061183095461057975,0.9975671
7,0.013543974784147683,0.9955082,0.006537954806866812,0.997107
8,0.013467023685148556,0.995531,0.006386942779729169,0.9972314
9,0.013401404406203538,0.9955395,0.0066649513233561,0.9969105
10,0.013329678031986997,0.9955209,0.0060534592075787074,0.9975553
11,0.013241414252056499,0.99556446,0.006216578094095788,0.9974003
