epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.2129667747123779,0.9441528,0.0890319631085569,0.9773564
1,0.043858071207859665,0.98950666,0.08676181598742537,0.97575176
2,0.04089571100446722,0.9896407,0.0860923659844381,0.9749411
3,0.03941998175740816,0.9897486,0.08637474923758322,0.97364026
4,0.038494584235625705,0.9899035,0.08810914463726835,0.97024804
5,0.037942367641404566,0.98993677,0.08979597150485936,0.96692115
6,0.03763150123191846,0.9900109,0.09208288693302981,0.9646633
7,0.037460106541404796,0.9899753,0.09152366313735184,0.96767414
8,0.03742762631950937,0.98993534,0.10271965385371701,0.9603251
9,0.037237569904012266,0.989962,0.09658683809334945,0.9612267
10,0.037123621359538124,0.989961,0.09476907686868177,0.96179336
11,0.03698427946518253,0.98998666,0.09847408824194068,0.9611646
