training_time,cloud_cover
0.2909203290939331,10
0.25879711310068765,20
0.22752782503763835,30
0.2586419026056925,40
0.22649768590927125,50
0.15377834637959795,60
0.12531318267186484,70
0.0867422620455424,80
0.06289606094360352,90
