epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.1840056903142086,0.9630944,0.08668871724757232,0.9769011
1,0.038410470430603645,0.99047524,0.08716269817347805,0.9735873
2,0.036534375929213395,0.9905681,0.08856771141955451,0.96753925
3,0.03606388855013671,0.9905482,0.08571670877175663,0.97362584
4,0.035596024545865905,0.9905825,0.08688018563068929,0.9714793
5,0.035329572665182225,0.99055964,0.0862891651704319,0.9725496
6,0.03510891031407804,0.9905918,0.08872793832870227,0.9713843
7,0.034990962742939426,0.9906088,0.08727072305762593,0.9717988
8,0.03504421719322058,0.9906113,0.09105067484186229,0.96806157
9,0.034946094537076734,0.99060583,0.09001641289399176,0.967287
10,0.03484869864676841,0.9906355,0.08859110327375842,0.9710084
