training_time,cloud_cover
0.7707442283630371,10
0.6652803063392639,20
0.5795713782310485,30
0.4964491327603658,40
0.4069781700770061,50
0.31646382013956703,60
0.2676978389422099,70
0.20258400042851765,80
0.11673462788263955,90
