epoch,loss,sparse_categorical_accuracy
0,0.16420379264809526,0.9471374
1,0.11373229091098754,0.960206
2,0.11211113172616777,0.9607416
3,0.11116684962588855,0.96081775
4,0.11003508032597654,0.961192
5,0.10949036393793898,0.96136796
6,0.10899405939752373,0.9615312
7,0.10900125870814975,0.96159464
8,0.10874774715129545,0.96168756
9,0.10844106614249147,0.96188813
10,0.1081324172636442,0.96201074
11,0.10798849905345896,0.9620179
12,0.10782579478905398,0.96220446
13,0.10770828549871335,0.9622974
14,0.10777690747509312,0.96226436
15,0.10763632581145263,0.9622514
16,0.1078540137887258,0.9622083
17,0.10796593999418345,0.96219367
18,0.10774929348059643,0.9622423
19,0.10771319089907841,0.9623502
