epoch,loss,sparse_categorical_accuracy
0,0.34709507662960254,0.8820856
1,0.2027659808891959,0.93378925
2,0.19033867107460842,0.9356733
3,0.17919570631225565,0.93652356
4,0.17286351667115493,0.93776083
5,0.1692911028702815,0.9387738
6,0.1670290442484883,0.93956035
7,0.1655114412332612,0.9399808
8,0.16450122410527573,0.9400966
9,0.16378014964335869,0.94024056
10,0.16308485854848004,0.9405494
11,0.16246247805332903,0.940468
12,0.16206349102757528,0.9406151
13,0.1616975007715219,0.9405629
14,0.161317434070246,0.9406589
15,0.16112896647796152,0.9406328
16,0.16086627317278795,0.9406777
17,0.16057300980760467,0.94074863
18,0.1602827202381345,0.9409677
19,0.16021692715877484,0.9410209
20,0.15998266392678615,0.940999
21,0.1599156859014174,0.94110644
22,0.15981309769612642,0.9411659
23,0.1596313038586257,0.9412149
24,0.15953585397041098,0.9413078
25,0.1594320263949266,0.94146115
26,0.1592088963482619,0.941555
27,0.1592428706351315,0.94158214
28,0.15901129233968456,0.9416051
29,0.15881582410178147,0.9418346
30,0.15862821008313022,0.9419452
31,0.1585206233784544,0.94186175
32,0.1585803258520517,0.94183356
33,0.15832160691887842,0.94204533
34,0.15821857469703893,0.94205475
35,0.15811188396777162,0.9420558
36,0.1581328837402156,0.94211423
37,0.15810816372411912,0.9420193
38,0.15796159096590726,0.942108
39,0.15784636542805447,0.9422425
40,0.15781369477415935,0.9423124
