training_time,cloud_cover
1.4590225895245867,10
1.3329058845837911,20
1.1499952673912048,30
1.016732680797577,40
0.8764987985293069,50
0.6998096942901612,60
0.5150423010190328,70
0.6278275648752848,80
0.17912666797637938,90
