epoch,loss,sparse_categorical_accuracy
0,0.10815961963238518,0.96683806
1,0.04511414452887148,0.9850064
2,0.0438706106012788,0.9851037
3,0.0429405126783478,0.9851133
4,0.041791007802118044,0.9851131
5,0.040546507762486694,0.98516047
6,0.03965101532583155,0.9852469
7,0.039001914258437756,0.9854272
8,0.03870679361161219,0.9854885
9,0.03835082087208433,0.98559964
10,0.03812318213464027,0.98562455
11,0.03788711348033822,0.9857093
12,0.037747646931086815,0.985741
13,0.03755067631395771,0.9858069
14,0.03748493355382863,0.98581004
15,0.03739900096171,0.98583955
16,0.037384059745295656,0.9857997
