epoch,loss,sparse_categorical_accuracy
0,0.19752329879523295,0.9513904
1,0.10206812702014136,0.9709665
2,0.09995921887437774,0.97131777
3,0.09930103569233156,0.9714785
4,0.0982530693232767,0.9715931
5,0.09769211904455345,0.97172415
6,0.09722609063350335,0.97176236
7,0.09698808965907633,0.97177637
8,0.09673501916386525,0.9718277
9,0.09651662667302385,0.9718493
10,0.09619160542651818,0.97195625
11,0.0957458894750321,0.97199315
12,0.09524875491712184,0.9720054
13,0.09491036453607217,0.9720432
14,0.0944860396659606,0.9722184
15,0.09414836530744983,0.9723236
16,0.09378039526420562,0.9725646
17,0.09334031347587284,0.97287047
18,0.0930219184204194,0.97315425
19,0.09263823770071869,0.9733091
20,0.09244260334409764,0.9733876
21,0.09210543308310437,0.9736311
22,0.09187483597865434,0.9737376
23,0.09160869813009573,0.9738996
24,0.0912417008164088,0.9739883
25,0.09097155577342031,0.97410583
26,0.09066679201650156,0.9740087
27,0.09016802726141192,0.974183
28,0.08973850598856496,0.9743447
29,0.08961826739980398,0.9743141
30,0.08950143415500082,0.97428185
31,0.08939622952505437,0.9743557
32,0.08929827381328288,0.97438705
33,0.08925126169233888,0.974362
34,0.08920008907103656,0.97433317
35,0.08901522678948773,0.97432303
36,0.08891897684016477,0.9743896
37,0.08870708847284417,0.9743553
38,0.08871792698454212,0.97433656
39,0.08854516134294702,0.9744269
40,0.08849220498155534,0.9744227
41,0.08837529927406472,0.9744609
42,0.08839605178792764,0.97443795
43,0.08833598968214108,0.9744545
44,0.08825578842770648,0.9744745
45,0.08826863816281207,0.9744477
