epoch,loss,sparse_categorical_accuracy
0,0.27646653433702756,0.90694326
1,0.18715817846915456,0.9280428
2,0.18277115643809913,0.92801887
3,0.18134532727557215,0.9280746
4,0.179925468211855,0.92811364
5,0.17904495974364865,0.9281897
6,0.17847462990247703,0.9281923
7,0.1780502105549394,0.92825896
8,0.17791240319366955,0.928223
9,0.17766827413871616,0.92827564
10,0.17738482394619978,0.9282928
11,0.17724620312317285,0.92827666
12,0.1771434319665785,0.92828393
13,0.17686150032920406,0.92831415
14,0.17683828211121635,0.9283017
15,0.1767134279603015,0.92830217
16,0.17648458470873415,0.9282715
17,0.1764887849647163,0.9282704
18,0.17635677134275846,0.92831415
19,0.17620400146332596,0.92832565
20,0.1759920351431102,0.9283834
21,0.17590694198506307,0.9283834
22,0.17587663679315294,0.9284058
23,0.17578923375745759,0.92833656
24,0.17572039996402983,0.9283246
25,0.17556653562786062,0.92836887
26,0.17549006823826352,0.9283647
27,0.17534364942810113,0.9283173
28,0.17504476126214416,0.928359
29,0.17481951566864257,0.92832613
30,0.17478915461107847,0.92825216
31,0.17459504734190195,0.9282517
32,0.17461986305300758,0.92831576
33,0.1744001227676122,0.92827874
34,0.17440610369420734,0.9282131
35,0.17416602488636745,0.9282595
36,0.1740933008349454,0.9282381
37,0.17410450106704023,0.92826205
38,0.1740856254719966,0.9282376
39,0.17380997155339278,0.9282923
40,0.17394538725690492,0.9281928
41,0.17369201728502282,0.92834544
42,0.1738318522218372,0.9281741
43,0.1736763616730054,0.92820376
44,0.17355029818060158,0.92825115
45,0.173551288029828,0.9282527
