lr,losses
0.10000000149011612,1.151296854019165
0.1021566390991211,1.1508759260177612
0.10431327670812607,1.1406480073928833
0.10646991431713104,1.140063762664795
0.10862655192613602,1.1392345428466797
0.11078318953514099,1.111937403678894
0.11293982714414597,1.1209218502044678
0.11509646475315094,1.0957982540130615
0.11725310236215591,1.1019210815429688
0.11940973997116089,1.1047141551971436
0.12156637758016586,1.117685079574585
0.12372301518917084,1.1140003204345703
0.1258796602487564,1.1009315252304077
0.12803630530834198,1.1098049879074097
0.13019295036792755,1.0980448722839355
0.13234959542751312,1.092905044555664
0.1345062404870987,1.0776821374893188
0.13666288554668427,1.0641088485717773
0.13881953060626984,1.0881117582321167
0.1409761756658554,1.0690734386444092
0.14313282072544098,1.042997121810913
0.14528946578502655,1.064474105834961
0.14744611084461212,1.0625426769256592
0.1496027559041977,1.0501890182495117
0.15175940096378326,1.0551843643188477
0.15391604602336884,1.0560965538024902
0.1560726910829544,1.0407428741455078
0.15822933614253998,1.0262231826782227
0.16038598120212555,1.0229312181472778
0.16254262626171112,1.0173683166503906
0.1646992713212967,1.018723964691162
0.16685591638088226,0.99578857421875
0.16901256144046783,1.009676456451416
0.1711692065000534,0.9970344305038452
0.17332585155963898,0.9900869131088257
0.17548249661922455,0.9930119514465332
0.17763914167881012,0.9867303371429443
0.1797957867383957,1.0030866861343384
0.18195243179798126,0.9872605800628662
0.18410907685756683,0.9623607993125916
0.1862657219171524,0.9750264286994934
0.18842236697673798,0.9688547849655151
0.19057901203632355,0.9617052674293518
0.19273565709590912,0.9649842977523804
0.1948923021554947,0.9553251266479492
0.19704894721508026,0.9353945255279541
0.19920559227466583,0.9225561618804932
0.2013622373342514,0.9199111461639404
0.20351888239383698,0.9319347143173218
0.20567552745342255,0.9280639886856079
0.20783217251300812,0.9189572930335999
0.2099888175725937,0.9121832251548767
0.21214546263217926,0.9150686264038086
0.21430210769176483,0.9055427312850952
0.2164587527513504,0.8959841728210449
0.21861539781093597,0.886237621307373
0.22077204287052155,0.8826578855514526
0.22292868793010712,0.8718599081039429
0.2250853329896927,0.8674255609512329
0.22724197804927826,0.862511157989502
0.22939862310886383,0.8722797632217407
0.2315552681684494,0.8634583950042725
0.23371191322803497,0.8569187521934509
0.23586855828762054,0.8559331893920898
0.23802520334720612,0.8231621980667114
0.2401818484067917,0.822239875793457
0.24233849346637726,0.8065455555915833
0.24449513852596283,0.8047120571136475
0.2466517835855484,0.8290289640426636
0.24880842864513397,0.818660318851471
0.25096505880355835,0.8054457902908325
0.2531217038631439,0.802487850189209
0.2552783489227295,0.7875334024429321
0.25743499398231506,0.7965115308761597
