epoch,loss,sparse_categorical_accuracy
0,0.13268740096223652,0.95921975
1,0.020752858588124434,0.9938374
2,0.020053507140135735,0.9939738
3,0.019682054170209913,0.9940117
4,0.019343674465563714,0.9940698
5,0.019085303475554555,0.99411815
6,0.018891633224493984,0.9941323
7,0.018710600738041098,0.9941665
8,0.018578244012084407,0.9941829
9,0.018435251874984786,0.99423057
10,0.018330057823426647,0.99427956
11,0.01825425354029845,0.9943209
12,0.018190322072594235,0.99432784
13,0.018132508743259865,0.9943408
