epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.22942303577058018,0.9185424,0.08471024416182907,0.97686166
1,0.19510019677242346,0.93256867,0.0808285702544898,0.97754353
2,0.19436378944366253,0.93280905,0.08245477034072082,0.977474
3,0.19450016215524615,0.932777,0.08258647898754146,0.9774483
4,0.19408902256493618,0.932879,0.08128283078373162,0.97740334
5,0.1937733863236602,0.93291247,0.0796483222168187,0.97749406
6,0.19351462943185127,0.9329918,0.08034131368978856,0.97749686
7,0.19336365433000477,0.9330203,0.08152995171940067,0.97741896
8,0.19373851207436518,0.9329694,0.08765854421422332,0.9774879
9,0.1936106361929789,0.9329998,0.08057258328758973,0.9775809
10,0.19346849280181552,0.93298435,0.08170774858425894,0.97752315
11,0.1933170042613149,0.93302685,0.08083700868709341,0.9775996
12,0.19318119351202173,0.93302673,0.0815496038635429,0.9775552
13,0.19305233276863992,0.9330327,0.08255144237794042,0.9775167
14,0.19294706624447241,0.9330423,0.08126560310002695,0.9775661
15,0.19287579921872253,0.93307495,0.08099248311083286,0.9775558
