epoch,loss,sparse_categorical_accuracy
0,0.0870672608131263,0.9801084
1,0.028938722777586717,0.99121416
2,0.028138327529836187,0.9913699
3,0.02763459690875989,0.9914321
4,0.027071219090713465,0.99151075
5,0.02659611443820584,0.99157923
6,0.026252531399196047,0.9916038
7,0.026019200864631442,0.9916024
8,0.025869263471549504,0.99156857
9,0.025601542245699844,0.99157655
10,0.025366073973307077,0.9915915
11,0.02516870802882888,0.9916389
12,0.025018584338887363,0.99161965
13,0.0248723986973937,0.9916611
14,0.024765750667825433,0.99166906
15,0.02470626318120522,0.991668
