cloud_cover,training_time
10.0,1.9944351196289063
20.0,1.986883548895518
30.0,2.567899819215139
40.0,1.4302263061205547
50.0,1.5386853734652202
60.0,1.8450196663538616
70.0,3.2724172949790953
80.0,2.048608426253001
90.0,2.521112565199534
