epoch,loss,sparse_categorical_accuracy
0,0.14723622144200596,0.95537317
1,0.036352622287612595,0.98842096
2,0.035428441485706626,0.9884951
3,0.03479972964611728,0.9885149
4,0.034049844883785665,0.9884215
5,0.03342394881573043,0.98842865
6,0.03298963775719707,0.9885352
7,0.032700902477619136,0.98860526
8,0.03249583684468755,0.9886433
9,0.03231640979460262,0.98865986
10,0.03219514169937644,0.98865163
11,0.03210088338444048,0.98868924
12,0.03201017205107825,0.9886941
13,0.03194740716489966,0.98870546
14,0.03187512042462622,0.9887165
