training_time,cloud_cover
0.326852289835612,10
0.3070297161738077,20
0.2663122693697612,30
0.2685264031092326,40
0.22500539620717366,50
0.18907951513926188,60
0.2349731246630351,70
0.13682570457458496,80
0.08648638725280762,90
