epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.12656804954066087,0.96784717,0.23818748652554153,0.9022734
1,0.03740836717489453,0.98970073,0.2524502527534719,0.90128994
2,0.036616849767326064,0.98991597,0.2330225475300458,0.9017401
3,0.03619312522660456,0.9899653,0.23038485147111457,0.901792
4,0.03584128755824969,0.9900065,0.23516941285709228,0.90175307
5,0.03564701809148043,0.9900293,0.22942191463609352,0.90167886
6,0.035496214487193437,0.9900779,0.23211457324188256,0.90172267
7,0.03541452773924487,0.9901002,0.23157476818820943,0.9016614
8,0.03542272356762821,0.9900839,0.2306225717832757,0.90177214
9,0.03535778995631921,0.99013096,0.23947446120327778,0.90168375
10,0.0353179971141997,0.9901395,0.22256610975184565,0.9018127
11,0.03525919450860895,0.9901551,0.2423351030346471,0.90174496
12,0.03522389368200289,0.99016035,0.22504550368592366,0.9017839
13,0.0351792498010375,0.99017876,0.22717811403590352,0.90181595
14,0.03515593211532218,0.9901864,0.23784361925941044,0.90158314
15,0.03511541455587296,0.9901864,0.2389527669811158,0.9018747
16,0.03512050391575716,0.9902069,0.23174659280487678,0.9018906
17,0.035087545173691795,0.99020845,0.2337647246191726,0.90177053
18,0.03504621305968998,0.990209,0.22796011280846132,0.9019307
19,0.03499202142841501,0.99023,0.2419588350854644,0.90177864
20,0.03491067670557692,0.9902623,0.22624302192039394,0.90322286
