epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.19063451410434956,0.95200896,0.13082028756285016,0.9566425
1,0.11015753886994986,0.9720615,0.12491944570680924,0.95730317
2,0.10858723634257361,0.9721739,0.12240298696335966,0.95675933
3,0.10803907797497542,0.97225684,0.1238348099012526,0.95667034
4,0.10729467002402027,0.97247267,0.12317876407994718,0.95640266
5,0.10683743524932693,0.9725877,0.12403638724316957,0.95645994
6,0.10650529465353673,0.9726723,0.12793749873925578,0.9564274
7,0.10624900253989004,0.9727167,0.12298740624892407,0.9570146
8,0.10615057568034232,0.97270906,0.1271979605176299,0.95653653
9,0.10586600853128554,0.97274154,0.1225466138222171,0.95675546
10,0.10552984682866422,0.97274953,0.12307034859177135,0.95686144
11,0.10524845023112991,0.97278565,0.11942182580747937,0.95663863
12,0.10495676091667173,0.97282547,0.11877706529531287,0.9571121
13,0.10471344615425994,0.97284234,0.12106510219038005,0.9566208
14,0.10452638485884971,0.97286355,0.12375519874995825,0.9566951
15,0.10433220125103339,0.9728845,0.12579115088148085,0.95661694
16,0.10437793375538253,0.9728901,0.12691908087906809,0.9567392
17,0.10414043420424889,0.97293717,0.1227067056561909,0.9567121
18,0.10390487800737876,0.9729982,0.12156938121829158,0.9565667
19,0.10373665638221898,0.9730174,0.12046922838200332,0.956962
20,0.1035022707460363,0.9730396,0.11324971950906947,0.95830196
21,0.1032958909003885,0.97309333,0.11931345478119557,0.95683825
22,0.10308801453802215,0.9731003,0.1193025701041888,0.95640343
23,0.10293535482893058,0.9731119,0.11809187685523241,0.95707804
24,0.10279676745459568,0.9731311,0.11230368810313096,0.9576838
25,0.10260574515085866,0.9731487,0.12031065445129022,0.95653343
26,0.10247253611418136,0.9731646,0.10876811727361539,0.95725214
27,0.10228613430667972,0.9731749,0.11191232436066822,0.9576668
28,0.10221396800417387,0.97316664,0.104467281066834,0.96142054
29,0.10163941556134101,0.97327405,0.10301700632391415,0.96665037
30,0.10121080330877522,0.97342426,0.11349256826837634,0.96390086
31,0.100767762564817,0.973727,0.1064399369013605,0.96445477
32,0.10045767526200432,0.97378564,0.10626394257119964,0.9680391
33,0.10014546699337516,0.97390866,0.10790735102504254,0.96643144
34,0.09980684115993312,0.97397864,0.10122783010886884,0.97064704
35,0.09950467138148912,0.97396666,0.10441172987047649,0.96840423
36,0.09920241608657934,0.97402203,0.10443993802415646,0.9681822
37,0.09894940737086261,0.9741119,0.10144718363210167,0.9677149
38,0.098819472179141,0.9741272,0.09704329637197016,0.96931094
39,0.09866450294268171,0.97415036,0.10728839755982945,0.9679726
40,0.09856676236697681,0.97420704,0.10444509058667056,0.9684112
41,0.09843447123136473,0.97422034,0.10322381422805242,0.96870285
42,0.0983528930375068,0.9742087,0.10805358230316792,0.9687377
43,0.09828516819444813,0.9742004,0.10235694812940294,0.96835786
44,0.09826802067229036,0.9742197,0.10194832048109873,0.9681513
45,0.09820540886003482,0.9742306,0.09869030930380575,0.9691299
46,0.09838374015188525,0.97419846,0.10506695632461036,0.9682456
47,0.09830372624798903,0.9741951,0.10560181051235787,0.9682139
48,0.098275969688088,0.97419447,0.10006401000149155,0.9679223
