epoch,loss,sparse_categorical_accuracy
0,0.2909359599241691,0.90683985
1,0.17527450304855757,0.9446899
2,0.16801686660601386,0.9458083
3,0.16340235859014204,0.9453183
4,0.15637170797943367,0.94677454
5,0.15324729096839237,0.94765764
6,0.15188498485313678,0.9480287
7,0.15115110881216004,0.94815284
8,0.15102410511290668,0.94803
9,0.15018108860926724,0.9482269
10,0.14980625853549556,0.9483549
11,0.14939977972254856,0.9484413
12,0.14906641317731334,0.9485024
13,0.14875548775945585,0.9485999
14,0.1485253115890167,0.9486649
15,0.1483373704384072,0.9487565
16,0.14870547629713224,0.9486233
17,0.14843660773951328,0.9486558
