epoch,loss,sparse_categorical_accuracy
0,0.19661297368117597,0.92848444
1,0.05449417788357222,0.9856482
2,0.052632557999367266,0.986111
3,0.051719546866281385,0.98616433
4,0.050793784091381966,0.9863387
5,0.05029499540327744,0.98644865
6,0.05008118947673819,0.98644507
7,0.049797742330569744,0.9865134
8,0.049610157804790826,0.98655176
9,0.049062942558586405,0.98667634
10,0.047662020111078715,0.98684293
11,0.04580839146957182,0.98705643
12,0.04547448294242324,0.9871589
13,0.04521383214946942,0.98719186
14,0.04519938249147357,0.98724735
15,0.045112229902923566,0.98726064
16,0.04510409204019015,0.9872539
17,0.04484347366878918,0.9873096
18,0.04448572804713349,0.987238
19,0.04423221468049257,0.98731303
20,0.04432817467598371,0.98725486
21,0.04412744010878054,0.9873138
22,0.04419059173012459,0.98727185
23,0.043993175607297895,0.98733765
24,0.04403583297497791,0.98738414
25,0.04392655580163058,0.9873701
26,0.04377755446016971,0.98740846
27,0.04369743740925131,0.9874808
28,0.04389031948869586,0.9874152
29,0.04389268962449098,0.9873754
30,0.04392992102902798,0.9873548
31,0.043795835104912896,0.9874319
32,0.04375220966776306,0.9874297
33,0.043689631400129894,0.98746806
34,0.043627407915291495,0.9874841
35,0.04365808706583831,0.9874613
36,0.043459815384560896,0.98749864
37,0.04349505674817411,0.9875142
38,0.04347102195371988,0.98750097
39,0.043655076124775274,0.98742175
40,0.043191865930532376,0.98758394
41,0.043548395226458154,0.9874668
42,0.043378541990361376,0.9874838
43,0.04349453840331366,0.9874821
44,0.04338408253785086,0.9875139
45,0.04328864045121863,0.9875476
46,0.04315265078234826,0.98757505
47,0.04339947261759027,0.98753995
48,0.043285113231699035,0.9876187
49,0.04340258011446683,0.9875195
50,0.04327467254189827,0.9875409
