cloud_cover,training_time
10.0,4.489538435141245
20.0,5.233126839001973
30.0,4.8956160068511965
40.0,3.616728695233663
50.0,2.701451313495636
60.0,3.0600794196128844
70.0,4.225967327753703
80.0,3.175439127286275
90.0,8.241631098588307
