epoch,loss,sparse_categorical_accuracy
0,0.2271124883555113,0.94135606
1,0.12537917586021358,0.96686846
2,0.12302848891851784,0.9672723
3,0.12161274328802318,0.9674407
4,0.12016399212782088,0.9676159
5,0.1185751480827026,0.96766007
6,0.11771016737142496,0.967814
7,0.11707743559119524,0.9679591
8,0.11757904604013061,0.96771944
9,0.1168940265774913,0.96786284
10,0.11658842509699925,0.96798587
11,0.11634609689678976,0.9679799
12,0.11621747206449472,0.9680499
13,0.11619679182420437,0.9679693
14,0.1162348791824554,0.9680003
