training_time,cloud_cover
1.8260403911272685,10
1.5598902424176533,20
1.4702540596326192,30
1.435181430975596,40
1.0751095453898112,50
1.0631278554598491,60
0.7753758311271668,70
0.5237356940905253,80
0.2814709901809692,90
