cloud_cover,training_time
10.0,6.267967323462169
20.0,4.666037412484487
30.0,3.397316074371338
40.0,1.7942612330118815
50.0,1.9847273349761962
60.0,6.867033942540487
70.0,4.018235464890798
80.0,14.044170208772023
90.0,4.617326283454895
