epoch,loss,sparse_categorical_accuracy
0,0.09814364038817637,0.9678368
1,0.02972603687941165,0.9910701
2,0.02886223255553953,0.9911958
3,0.028335428718798707,0.9912454
4,0.027703277778358706,0.99131656
5,0.02727292863169953,0.9913666
6,0.026942515292541772,0.99142337
7,0.02669180530463071,0.99141467
8,0.026550036295187953,0.9914
9,0.026286883299962375,0.9914399
10,0.02605180800924337,0.9914415
11,0.02586597898158656,0.99148095
12,0.025724113112111594,0.99147826
13,0.025559831864692215,0.9915146
14,0.02543678522563736,0.9915344
15,0.02535663350990596,0.99152255
