epoch,loss,sparse_categorical_accuracy
0,0.15122278087611987,0.9514954
1,0.07541700098309861,0.9727014
2,0.0741118532914074,0.9728204
3,0.07242270997335558,0.97379756
4,0.07141919184602041,0.9740294
5,0.07087348366737257,0.9741046
6,0.07046934571950975,0.9741283
7,0.07020863424039751,0.9741707
8,0.07004891868166617,0.9741425
9,0.06981500048099884,0.97415465
10,0.06955414502943998,0.9741773
11,0.06934715388608378,0.9741995
12,0.0691937165112423,0.9741999
13,0.06903032493473715,0.97419137
14,0.06893503466601783,0.97422415
15,0.06880709992066857,0.97423935
16,0.06880116310667303,0.97422916
17,0.06864992712603069,0.9742551
