training_time,cloud_cover
2.222533675034841,10
1.7638938585917154,20
1.8827287117640177,30
1.2631066918373108,40
1.0819382786750793,50
0.8549217184384664,60
0.6734260280927022,70
0.4257168213526408,80
0.25415402253468833,90
