epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.30217777970583565,0.8778193,0.41721557507400314,0.79754823
1,0.16520279539171795,0.94138277,0.3356271050055595,0.86842906
2,0.16161638293435585,0.94154,0.3237086407506339,0.86833864
3,0.15875714912655758,0.94151056,0.325226098528595,0.87142277
4,0.1563801533455188,0.94159114,0.31034379576191384,0.87293774
5,0.15482181237994802,0.9416105,0.3123124178229391,0.8733192
6,0.15370606440780743,0.94176394,0.32186293314064823,0.872493
7,0.15303617433655645,0.9417066,0.3306596177079521,0.8715891
8,0.1532412231834471,0.94177866,0.2995147626316467,0.86819404
9,0.15256360676427572,0.94179183,0.3007704310200072,0.8680259
10,0.15212990838460427,0.9417895,0.3044540424771095,0.8694541
11,0.15172534548402375,0.9417655,0.30533329879168736,0.86918473
12,0.1513915999472642,0.9417841,0.30356476651782205,0.8695752
13,0.1511042618330108,0.9418143,0.29866396921180083,0.8669991
14,0.15069782100581375,0.94183135,0.3034380528870428,0.8690509
15,0.1506540625003418,0.94185305,0.33607907312452867,0.86867493
16,0.1508263157797907,0.94185925,0.30737038419612694,0.86854476
17,0.15032105498944884,0.94186,0.3111889763839026,0.8691431
18,0.14981268146050072,0.94189876,0.3310993128706217,0.87125105
