epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.14949265791772579,0.9709604,0.08885620216538113,0.9748962
1,0.04182733867938715,0.98965275,0.08540735777621833,0.9746856
2,0.03964217884546021,0.98991925,0.08641935411123056,0.9722669
3,0.03861265857819625,0.98994154,0.09820576140215233,0.96186066
4,0.03771059688403448,0.9900414,0.09326661880333188,0.96313953
5,0.03721562090678376,0.9900775,0.0880778563693963,0.96803594
6,0.0369583180445976,0.9900949,0.08678044150705673,0.9691575
7,0.03679546456447116,0.99009794,0.09501170665938989,0.9638891
8,0.036806119055540557,0.9900781,0.0961112813302353,0.96299493
9,0.03666738058793177,0.9900907,0.09922903833417102,0.9615308
10,0.036505849488803435,0.9901196,0.08701560459169735,0.9679278
11,0.03637519219598366,0.9901605,0.08899192826185506,0.96815944
