epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.3152104977717891,0.8872708,0.4233030677807213,0.80496573
1,0.16377834888056597,0.9413882,0.3803593619362888,0.8260412
2,0.15780162873097361,0.9415423,0.3580189802059175,0.8584607
3,0.15586256646663976,0.9415896,0.34761685379871393,0.857038
4,0.15439642886243474,0.9416686,0.3505602823099788,0.8612683
5,0.15368600960532677,0.9417097,0.3310265202524504,0.8612719
6,0.15320087455007309,0.9417593,0.32071620134166334,0.86020166
7,0.15274351083654245,0.94175774,0.31234648156724526,0.8703725
8,0.15292177687763997,0.9417709,0.31020532332727324,0.8747835
9,0.15239658767063655,0.94178253,0.3388096041400742,0.8487383
10,0.15182963441382202,0.9417934,0.33396538575075607,0.8405019
11,0.15146432527568202,0.9419104,0.328407200281422,0.87027663
12,0.15113839515251476,0.94187784,0.32378443620916575,0.8634395
13,0.1504880276001516,0.9419925,0.30868176883492915,0.87008864
14,0.14993834692903904,0.9421955,0.2957673318689453,0.866661
15,0.14951168539022663,0.9422342,0.3156918545857515,0.85649925
16,0.14992472379306962,0.9422784,0.31529036964897583,0.86906904
17,0.14952193611194334,0.9423768,0.3216297310121326,0.8530373
18,0.14894442546167408,0.9425496,0.32056809915709605,0.85529166
19,0.1487842389004368,0.942658,0.2975643588833848,0.8605144
20,0.1483594601211217,0.9428502,0.3400568206463349,0.8512494
21,0.14809729301472613,0.943047,0.34414203911912616,0.8481996
22,0.14790703899045837,0.94305474,0.30560863683988504,0.85971177
23,0.14770644809357372,0.9430741,0.358329496667359,0.8467678
24,0.14746148762863087,0.943112,0.3766110231326637,0.84251946
