epoch,loss,sparse_categorical_accuracy
0,0.17972304744522746,0.9622847
1,0.0569468623279896,0.98377705
2,0.05486538520282979,0.98397034
3,0.05416330749913602,0.98413163
4,0.05389017138456999,0.984113
5,0.05345950496794089,0.9841484
6,0.05324619493014588,0.9842492
7,0.053099965052038914,0.984259
8,0.05298014169853857,0.98422855
9,0.0529060506694028,0.98425555
10,0.052829169440215755,0.98431903
11,0.05278689168334232,0.9842954
12,0.05272405357683751,0.98429394
13,0.05265507968051604,0.98432297
14,0.05256143964436405,0.98432195
15,0.05250750097166957,0.9843613
