training_time,cloud_cover
1.5425714413324991,10
1.4094769954681396,20
1.2573386430740356,30
1.0549835880597431,40
0.92595743338267,50
0.7463283499081931,60
0.5900692423184712,70
0.4363017280896505,80
0.2617660363515218,90
