cloud_cover,training_time
10.0,2.5446269114812217
20.0,2.5638501405715943
30.0,2.4383984367052713
40.0,1.308755095799764
50.0,1.104246723651886
60.0,2.2955785512924196
70.0,4.258019363880157
80.0,2.034623384475708
90.0,2.9236451506614687
