epoch,loss,sparse_categorical_accuracy
0,0.12446227519710491,0.964924
1,0.031119324348274063,0.9918632
2,0.02933410858806209,0.9919845
3,0.028598573178975153,0.9919841
4,0.02812727160588347,0.99200886
5,0.027833530457436223,0.992049
6,0.027603460838984996,0.9920727
7,0.027466952045130447,0.99206936
8,0.027388713794060895,0.9920804
9,0.027318247194755174,0.9920904
10,0.027231237975574144,0.99211246
11,0.027153950644565876,0.99211717
12,0.02710365139942158,0.9921168
13,0.027033038374542642,0.99212015
14,0.02699876604096657,0.99212146
15,0.026946755260074187,0.99211746
16,0.02691269239725062,0.9921312
17,0.02689074956969411,0.9921305
18,0.026871870629425587,0.99211884
19,0.026878554008541857,0.99212146
20,0.026835071605821086,0.99212146
21,0.026811541759959697,0.9921399
22,0.02680325084817045,0.99213684
