epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.15849550310791966,0.9595958,0.07926415789470846,0.9534763
1,0.0793090752338567,0.97236145,0.07557962725432386,0.9616879
2,0.07788922151189152,0.97250634,0.07111789941079177,0.98100495
3,0.07729281515538011,0.9724512,0.06861017687362235,0.9814936
4,0.0765408265051864,0.97253364,0.06251494328924578,0.9816988
5,0.07597502586766056,0.9726007,0.06250587818880003,0.981829
6,0.07556235499086014,0.9725938,0.05833308982002874,0.9816774
7,0.07528380720229472,0.9726106,0.05603387928242504,0.9817352
8,0.0752617002607363,0.972555,0.05544788247193324,0.98170954
9,0.07505816039634913,0.972569,0.05699693672123832,0.9811325
10,0.07480404845318463,0.9725748,0.05520294005029934,0.9818456
11,0.07449503895315758,0.97258073,0.054579605940030806,0.9817449
12,0.07420994646289215,0.9725798,0.054056214309434636,0.98189276
13,0.07398582381136488,0.97259885,0.05460155333048909,0.9818006
14,0.07377180872780627,0.9726418,0.053600302087550414,0.98181134
15,0.07361442669218542,0.9726099,0.0550933506177022,0.980205
16,0.07386122611537199,0.97251713,0.05661926731215077,0.97832114
17,0.07376868199987459,0.97258234,0.053599085677199995,0.9818167
18,0.07363890612456032,0.9726055,0.05383223470402124,0.9818831
19,0.07350743806639896,0.9725851,0.05591992687715046,0.9789116
20,0.07346534735139709,0.97260505,0.052676037337501556,0.9818649
21,0.07334938016789941,0.9726115,0.05381266396139193,0.98205405
22,0.07323464820193025,0.9726544,0.0520299617675054,0.98222977
23,0.07310364215733599,0.9726374,0.0522655535077479,0.9821157
24,0.07301514052379357,0.9726581,0.05169610874506227,0.9822046
25,0.07292380234559993,0.97269624,0.05238517166120327,0.9823214
26,0.07281441854794335,0.97273135,0.05296397747009957,0.98282397
27,0.07271074081652958,0.97272813,0.05078168922848796,0.98312724
28,0.0728064579230286,0.9727472,0.05151801954574777,0.9835355
29,0.07273994513992758,0.97277474,0.050647601511874224,0.9834584
30,0.07259838403850949,0.97282964,0.05203090909016005,0.9835377
31,0.07252774296603234,0.9728145,0.05055903063305753,0.9836513
32,0.07241188583689856,0.97286916,0.05072242445321592,0.9837022
33,0.07236025296584656,0.97287786,0.051936426881174995,0.98368716
34,0.07225742294942172,0.9728926,0.050862084019314115,0.9824827
35,0.07221753987991139,0.9728946,0.05023889739122338,0.9836732
36,0.07212055907114417,0.9729474,0.050889120963084816,0.98353124
37,0.07200285173826722,0.9729573,0.05044875813013026,0.9837027
