epoch,loss,sparse_categorical_accuracy
0,0.11899167575351578,0.9619744
1,0.03157284610533247,0.99075127
2,0.03018275381245662,0.99087614
3,0.029453872295539835,0.99092066
4,0.02860341260639898,0.99100983
5,0.028085608441885578,0.9910141
6,0.027774886879489785,0.9910891
7,0.027563202644972903,0.991097
8,0.027429287789675228,0.99110705
9,0.027163112758497036,0.9911416
10,0.026889115967803207,0.9911992
11,0.02668091990230372,0.9911983
12,0.026482127800594207,0.9911977
13,0.02635829639575072,0.991214
14,0.026244357128822688,0.99123794
15,0.026133260286418426,0.9912557
16,0.026165941379716683,0.99126184
17,0.026058456662779804,0.99124897
