epoch,loss,sparse_categorical_accuracy
0,0.08871634036728934,0.9717933
1,0.019758725367736794,0.9946755
2,0.019100505270250454,0.9947575
3,0.018837170029285418,0.9947478
4,0.018645290109619413,0.99476194
5,0.01852339573083205,0.9947871
6,0.018446214398747156,0.99479496
7,0.018384962478348227,0.99481285
8,0.018346542846976982,0.9948007
9,0.01829509035831057,0.9948175
10,0.01828489343119788,0.99481225
11,0.018248889411587116,0.9948296
12,0.018224729270720066,0.99482065
13,0.018219480117524004,0.99482626
14,0.018207657001193745,0.9948169
